time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Total_A
1773565500.1244762,-0.01,-0.87,0.32,23.73,-17.57,12.47,0.92
1773565500.1887658,0.05,-0.82,0.28,37.92,-19.25,24.75,0.87
1773565500.283135,0.06,-0.74,0.38,97.45,-56.89,-0.93,0.83
1773565500.3940084,-0.03,-0.72,0.46,189.66,-23.89,6.06,0.85
1773565500.491587,-0.05,-0.66,0.45,254.52,-33.53,7.27,0.8
1773565500.5921977,-0.0,-0.17,0.1,297.18,56.11,1.91,0.2
1773565500.6921663,-1.09,-0.77,2.0,498.63,-261.74,-124.98,2.4
1773565500.8088894,0.47,1.11,-1.18,81.91,278.87,230.3,1.69
1773565500.9087343,0.23,0.06,1.02,-59.65,117.65,35.37,1.05
1773565501.012354,0.09,0.95,0.57,-28.61,100.35,89.89,1.12
1773565501.1243849,-0.16,0.7,0.68,-109.37,9.63,-15.31,0.99
1773565501.2241356,-0.17,0.32,0.84,-82.23,-25.86,-15.94,0.92
1773565501.328469,0.09,-0.02,1.02,-51.1,-16.76,-35.5,1.02
1773565501.4263878,-0.12,0.34,0.9,14.84,13.74,-1.39,0.97
1773565501.5326903,-0.22,0.22,0.99,19.24,14.01,-26.2,1.04
1773565501.6285362,-0.19,0.48,1.08,31.54,-37.1,-30.99,1.2
